Name
A. Lane
Thomas Weelkes
Thomas Weir
Thomas Weld
Thomas Welles
Thomas Wendy
Thomas Wentworth
Thomas West
Thomas Westcote
Thomas Western
Thomas Westfield
Thomas Weston
Thomas Wharton
Thomas Whincop
Thomas Whitbread
Thomas White
Thomas Whithorne
Thomas Widdrington
Thomas Wilcox
Thomas Wilford
Thomas Wiliems
Thomas Wilkes
Thomas Wilkinson
Thomas Willet
Thomas Williams
Thomas Willis
Thomas Willisel
Thomas Wilson
Thomas Windsor
Thomas Winniffe
Thomas Winnington
Thomas Winston
Thomas Winter
Thomas Wintour
Thomas Witherings
Thomas Wode
Thomas Wogan
Thomas Wolryche
Thomas Wolsey
Thomas Wood
Thomas Woodhouse
Thomas Woolston
Thomas Worlidge
Thomas Worthington
Thomas Wotton
Thomas Wright
Thomas Wriothesley
Thomas Wroth
Thomas Wyatt
Thomas Wyndham
Thomas Wynter
Thomas Yalden
Thomas Yale
Thomas Young
Thomasin Bardfield
Thomasin Derham
Thomasin Fry
Thomasin Mildmay
Thomasine Bonaventure
Thomasine Cole
Thomasine Gonson
Thomasine Heminges
Thomasine Knyvett
Thomasine Pendarves
Thomasine Peshall
Thomasine Petre
Thornhagh Gurdon
Timothy Armitage
Timothy Baldwin
Timothy Bright
Timothy Clarke
Timothy Cruso
Timothy Cutler
Timothy Dod
Timothy Featherstonhaugh
Timothy Godwin
Timothy Hall
Timothy Halton
Timothy Jollie
Timothy Jolly
Timothy Manlove
Timothy Neve
Timothy Nourse
Timothy Pont
Timothy Puller
Timothy Raikes
Timothy Rogers
Timothy Sheldrake
Timothy Shute
Timothy Turner
Timothy Willis
Tipping Silvester
Tisquantum
Tituba
Titus Oates
Tobias Bland
Tobias Crisp
Tobias Garbrand
Tobias Gentleman
Tobias Hume
Tobias Pullen
Tobias Rustat
Tobias Swinden
Tobias Venner
Tobias Whitaker
Tobie Matthew
Toby Butler
Toby Caulfeild
Toby Matthew
Tom Brown
Tom Edwards
Tomas ab Ieuan ap Rhys
Torquil MacLeod
Torquil MacLeod of Lewis
Torquil of Lewis
Tregonwell Frampton
Trevor Williams
Tristram Risdon
Tryphosa Soper
Tudur Aled
Turlough Carolan
Turlough Luineach
Turlough Luineach O'Neill
Tycho Wing
Uaithne O Cobhthaigh
Uilliam Mac Cairteain
Ulick Burke
Ulick de Burgh
Ulpian Fulwell
Uncas
Unknown Risley
Unton Croke
Unton Dering
Unton Gibbes
Ursley Kempe
Ursula Curson
Ursula de Vere
Ursula Drury
Ursula Fairfax
Ursula Grey
Ursula Hussey
Ursula Huttoft
Ursula Johnson
Ursula Kempe alias Gray
Ursula Lovell
Ursula Luson
Ursula Maidenhead
Ursula Neville
Ursula Payne
Ursula Pole
Ursula Salusbury
Ursula Sharington
Ursula St. Barbe
Ursula Stafford
Ursula Stanley
Ursula Stourton
Ursula Tilsworth
Valentine Browne
Valentine Carey
Valentine Cary
Valentine Cary Bishop of Exeter
Valentine Dale
Valentine Greatrakes
Valentine Knightley
Valentine Knightley of Fawsley
Valentine Leigh
Valentine of Fawsley
Valentine Oldys
Valentine Pyne
Valentine Simmes
Valentine Walton
Valerand Poullain
Vaughan Richardson
Vavasor Powell
Vavasour Powell
Venetia Digby
Venetia Stanley
Vere Beauclerk
Vere Bertie
Victorinus Bythner
Vincent Alsop
Vincent Bourne
Vincent Canes
Vincent Gookin
Vincent Potter
Vincent Wing
Vincentio Saviolo
Virginia Ferrar
Viscountess Conway
Viscountess Kenmure
W. Parkes
Waban
Wadham Wyndham
Walter Aston
Walter Bagot
Walter Balcanquhall
Walter Bayley
Walter Blandford
Walter Blith
Walter Bowman
Walter Bushnell
Walter Butler
Walter Charleton
Walter Chepman
Walter Chetwynd
Walter Coleman
Walter Colman
Walter Cope
Walter Cradock
Walter Curll
Walter Davison
Walter Devereux
Walter Dolle
Walter Donaldson
Walter Erle
Walter Fish
Walter Fitzsimons
Walter Foster
Walter Frost
Walter Gibson
Walter Gorstelow
Walter Gostelow
Walter Haddon
Walter Hamond
Walter Harris
Walter Hawkesworth
Walter Hayes
Walter Hungerford
Walter Kennedy
Walter Ker
Walter Ker of Cessford
Walter Lambe
Walter Leslie
Walter Lindsay
Walter Lindsay of Balgavie
Walter Long
Walter Lynn
Walter Lynne
Walter Malin
Walter Malynne
Walter Marsh
Walter Marshall
Walter Mildmay
Walter Montagu
Walter Morgan
Walter Morgan Wolff
Walter Moyle
Walter Mylne
Walter Neale
Walter Needham
Walter of Balgavie
Walter of Buccleuch
Walter of Cessford
Walter of Golden Grove
Walter of Greenknowe
Walter of Harden
Walter of Satchells
Walter Pope
Walter Porter
Walter Pringle
Walter Pringle of Greenknowe
Walter Pye
Walter Ralegh
Walter Rice
Walter Rumsey
Walter Scott
Walter Scott of Buccleuch
Walter Scott of Harden
Walter Scott of Satchells
Walter Stewart
Walter Strickland
Walter Titley
Walter Travers
Walter Vaughan
Walter Vaughan of Golden Grove
Walter Walsh
Walter Warner
Walter Yonge
Wanchese
Warham St Leger
Watkin Williams
Watkin Williams Wynn
Watkyn Vaughan
Wayneman Birch
Welbore Ellis
Welthian Yarde
Wenceslaus Hollar
Wentworth Dillon
Wentworth Smith
Werburga Brereton
Weyman Bouchery
White Kennett
Whitelocke Bulstrode
Wilbrandis Rosenblatt
Wilfred Reyner
Wilfrid Holme
Wiliam Cynwal
Wiliam Dafydd Llywelyn
Wiliam Llyn
Wiliam Midleton
Wiliam Myddelton
Will Urwin
Willem De Fesch
Willem Sewel
Willem Sonmans
Willem Sunman
Willem the elder
Willem van de Velde
Willem van de Velde the elder
Willem Wissing
William Abell
William Adam
William Adams
William Addy
William Aikman
William Aikman of Cairnie
William Aird
William Aislabie
William Alabaster
William Aldersey
William Alexander
William Alleine
William Allen
William Alley
William Allott
William Ames
William Anderton
William Andrews
William Annand
William Anstruther
William Anstruther of that ilk
William Armine
William Armstrong
William Armstrong of Kinmont
William Arnall
William Ashburnham
William Aspinwall
William Aspley
William Asplin
William Assheton
William Atkins
William Atkinson
William Atwater
William Atwood
William Aubrey
William Austin
William Averell
William Aylesbury
William Ayloffe
William Babell
William Babthorpe
William Backhouse
William Backsted
William Baffin
William Bagshaw
William Bagshawe
William Bagwell
William Baillie
William Baillie of Provand
William Baker
William Baldwin
William Balfour
William Ball
William Ballantine
William Banks
William Bannatyne
William Barclay
William Barker
William Barksted
William Barley
William Barlow
William Barnes
William Barons
William Barret
William Barrett
William Barriffe
William Bartlet
William Barton
William Basse
William Basset
William Bassett
William Bassett of Blore
William Bates
William Bathe
William Batten
William Bavand
William Bawden
William Baxter
William Bayaert
William Beale
William Becher
William Becket
William Bedell
William Bedloe
William Bedwell
William Beecher
William Beeston
William Bell
William Bellasis
William Bellenden
William Bendlowes
William Benet
William Benn
William Benson
William Bentinck
William Berkeley
William Berkenhead
William Berriman
William Beveridge
William Bill
William Binckes
William Bird
William Birnie
William Bishop
William Bisset
William Blackadder
William Blackett
William Blackstone
William Blakeney
William Blandie
William Blandy
William Blathwayt
William Bleddyn
William Blencowe
William Blethin
William Blomefield
William Blomfild
William Blount
William Blundell
William Bodwrda
William Boghurst
William Bolton
William Bond
William Bonde
William Bonham
William Bonny
William Booth
William Boothby
William Borlase
William Borough
William Borthwick
William Boswell
William Bosworth
William Boteler
William Bourne
William Bowyer
William Boyd
William Boys
William Brabazon
William Bradbridge
William Brade
William Bradford
William Bradshaw
William Brattle
William Bray
William Brayne
William Brereton
William Brewster
William Bridge
William Bridgeman
William Briggs
William Brome
William Bromley
William Brooke
William Broome
William Brough
William Brouncker
William Brouncker Viscount Brouncker of Lyons
William Brown
William Browne
William Bruce
William Buckley
William Buckmaster
William Budworth
William Bulkeley
William Bullock
William Bullokar
William Bulmer
William Burkitt
William Burnaby
William Burnet
William Burton
William Burwell
William Butler
William Button
William Butts
William Byrd
William Cadell
William Cadogan
William Calderwood
William Calverley
William Cambourne
William Camden
William Campion
William Capel
William Capon
William Careless
William Carew
William Carey
William Carlos
William Carnan
William Carstairs
William Carstares
William Carter
William Cartwright
William Castell
William Caton
William Caulfeild
William Cave
William Cavendish
William Cawley
William Cecil
William Chaderton
William Chaloner
William Chamberlayne
William Chappell
William Chapple
William Charite
William Charke
William Chase
William Chedsey
William Cheeke
William Cheselden
William Chester
William Cheyne
William Chiffinch
William Child
William Chillingworth
William Chisholm
William Cholmley
William Christian
William Christison
William Chubbes
William Clagett
William Claiborne
William Clark
William Clarke
William Claxton
William Cleland
William Clerk
William Clifford
William Clowes
William Clyffe
William Cochrane
William Cockayne
William Cockburn
William Cockburn of Henderland
William Coddington
William Coffin
William Cogan
William Cokayne
William Cole
William Colepeper
William Coles
William Colville
William Compton
William Congreve
William Coningsby
William Conolly
William Constable
William Cony
William Conyers
William Conyngesby
William Cooper
William Copland
William Corbet
William Corbett
William Cordell
William Corkine
William Cornish
William Cornwallis
William Cornwallis the younger
William Cornysh
William Cornysshe
William Coryton
William Cosby
William Cotesworth
William Cotton
William Couper
William Covell
William Coventry
William Coward
William Cowper
William Crabtree
William Crane
William Cranford
William Cranston
William Crashaw
William Crashawe
William Crathorne
William Craven
William Creed
William Crichton
William Croft
William Crofts
William Crompton
William Crooke
William Croone
William Crosse
William Crouch
William Crowe
William Crowne
William Culliford
William Culpeper
William Cuningham
William Cunningham
William Cure
William Cure the elder
William Cure the younger
William Currer
William Dacre
William Dai
William Dalison
William Daman
William Damon
William Dampier
William Daniel
William Darell
William Darrell
William Dauntesey
William Dauntsey
William Davenant
William Davenport
William Davies
William Davis
William Davison
William Davisson
William D'Avissone
William Dawes
William Day
William de Keyser
William de Machlinia
William Delaune
William Dell
William Denny
William Denton
William Derham
William Dethick
William Dewsbury
William Diaper
William Dicconson
William Dicey
William Dick
William Dick of Braid
William Dickenson
William Digby
William Dillingham
William Disney
William Dobson
William Dockwra
William Dockwray
William Dolben
William Dormer
William Douglas
William Downham
William Dowsing
William Drage
William Drummond
William Drummond of Hawthornden
William Drury
William Duffield
William Dugard
William Dunbar
William Duncombe
William Dunlop
William Dutton
William Dutton Colt
William Dyer
William Dyke
William Easdall
William Ecclestone
William Edmond
William Edmunds
William Edmundson
William Elderton
William Eldred
William Ellis
William Elphinstone
William Elstob
William Ely
William Erbery
William Erbury
William Eure
William Evans
William Everard
William Ewers
William Exmew
William Eyre
William Fairbank
William Fairfax
William Faithorne
William Falkner
William Feilding
William Fenner
William Fenton
William Fermor
William Fiennes
William Filbie
William Finch
William Fiston
William Fitch
William Fitzalan
William Fitzalan Earl of Arundel
William Fitzwilliam
William Fleetwood
William Fletewoode
William Flower
William Forbes
William Forbes of Craigievar
William Ford
William Forrest
William Forster
William Fortescue
William Foster
William Fowler
William Framyngham
William Franklyn
William Fraser
William Freind
William Freke
William Fulbecke
William Fulke
William Fuller
William Fullwood
William Fulman
William Fulwood
William Gace
William Gager
William Galeon
William Gandy
William Garrard
William Garraway
William Garway
William Gascoigne
William Gawdy
William Ged
William Geddes
William George
William George Richard
William George Richard Stanley
William Gerard
William Gibbons
William Gibson
William Giffard
William Gifford
William Gilbert
William Glyn
William Goddard
William Godolphin
William Goffe
William Golding
William Goldwin
William Gonell
William Gooch
William Good
William Goodson
William Goodsonn
William Goodwin
William Gorden
William Gordon
William Gordon of Earlston
William Gostling
William Gouge
William Gough
William Gourdon
William Graham
William Grant
William Gray
William Greene
William Greenhill
William Gregg
William Gregory
William Grey
William Grindal
William Grocyn
William Guild
William Guise
William Gurnall
William Guthrie
William Gwavas
William Habington
William Hack
William Hacket
William Hakewill
William Halfpenny
William Hall
William Hallifax
William Hals
William Hamilton
William Hamilton of Gilbertfield
William Hammond
William Harbert
William Harbord
William Harborne
William Harlaw
William Harper
William Harrington
William Harris
William Harrison
William Harvey
William Haughton
William Haward
William Hawkins
William Hay
William Haydock
William Hayne
William Haynes
William Haywood
William Heale
William Heather
William Hedges
William Hegat
William Heming
William Heminges
William Hendley
William Herbert
William Herbert Earl of Pembroke
William Herle
William Herrick
William Hervey
William Heveningham
William Hewer
William Hewett
William Hickes
William Hicks
William Higden
William Higford
William Hill
William Hillary
William Hinchliffe
William Hinde
William Hodges
William Hodgkinson
William Hodson
William Hody
William Hogarth
William Hogg
William Holder
William Hole
William Holle
William Holles
William Holman
William Holmes
William Holstock
William Holstocke
William Holt
William Hone
William Hope
William Hopkins
William Hopkinson
William Horman
William Hornby
William How
William Howard
William Howell
William Hubbard
William Hubbock
William Hudson
William Huggins
William Hughes
William Hulme
William Humfrey
William Hunnis
William Hunt
William Hussey
William Hutchinson
William Hyde
William III
William III and II
William Inglott
William Ireland
William Ironmonger
William Jaggard
William James
William Jameson
William Jane
William Jearsey
William Jemmat
William Jenkyn
William Jennens
William Jephson
William Jerome
William Jessop
William Johnston
William Johnstone
William Jones
William Jordan
William Jorden
William Joy
William Joyce
William Joyner
William Jubbis
William Jumper
William Juxon
William Keeling
William Keith
William Kemp
William Kempe
William Kent
William Kerr
William Kethe
William Kidd
William Kiffin
William Killigrew
William King
William Kingsley
William Kingsmill
William Kingston
William Kinloch
William Kip
William Kirkcaldy
William Kirkcaldy of Grange
William Knell
William Knight
William Knollys 1st Earl of Banbury
William Lacy
William Lambarde
William Lambe
William Lamport
William Lancaster
William Langhorne
William Larkin
William Larner
William Latimer
William Latymer
William Laud
William Lauder
William Law
William Lawes
William Lawrence
William Lawrie
William Laxton
William Le Neve
William Leach
William Leddra
William Lee
William Leete
William Legge
William Leigh
William Leighton
William Lenthall
William Leslie
William Leveson-Gower
William Leveson-Gower baronet
William Levett
William Leving
William Levinz
William Lewin
William Lewis
William Leybourn
William Lilly
William Lily
William Lindsay
William Lisle
William L'Isle
William Lithgow
William Livingston
William Lloyd
William Lockhart
William Lodge
William Loe
William Lok
William Longueville
William Love
William Lower
William Lowndes
William Lowth
William Lowther
William Luckyn
William Luckyn Grimston
William Lucy
William Lupton
William Lyde
William Lyford
William Lyon
William Macdowell
William Mackenzie
William Mackintosh
William Mackintosh of Borlum
William Maclyn
William Maitland
William Maitland of Lethington
William Malim
William Malone
William Malvern
William Malym
William Manderston
William Manderstown
William Manning
William Marriott
William Marshall
William Martin
William Martyn
William Masham
William Mason
William Massey
William Mather
William Maule
William Maurice
William Maxwell
William Maxwell of Terregles
William May
William Mayo
William McCulloch
William Mead
William Mears
William Melmoth
William Melmoth the elder
William Melton
William Mercer
William Meston
William Methold
William Methwold
William Meyrick
William Middleton
William Milner
William Mitchel
William Molins
William Molyneux
William Mompesson
William Monson
William Montagu
William Montgomery
William Moore
William Moorhead
William Moraley
William More
William Morehead
William Moreton
William Morgan
William Morice
William Morrell
William Morrice
William Morton
William Moses
William Mostyn
William Mountfort
William Mouse
William Mowse
William Mucklow
William Mundy
William Murdoch
William Mure
William Mure of Rowallan
William Murray
William Murray of Tullibardine
William Musgrave
William Myddylton
William Mytton
William Nairne
William name in religion Boston
William Neade
William Neale
William Negus
William Neile
William Nelson
William Neville
William Nevinson
William Nevison
William Newark
William Newman
William Nicholls
William Nicholson
William Nicolls
William Nicols
William Nicolson
William Noel
William Norris
William Norton
William Noy
William Noye
William Nugent
William O'Brien
William O'Carroll
William of Blore
William of Borlum
William of Braid
William of Cairnie
William of Clerkington
William of Craigievar
William of Earlston
William of Gilbertfield
William of Grange
William of Hawthornden
William of Henderland
William of Kinmont
William of Lethington
William of Monkton
William of Orange
William of Pakenham
William of Pitmedden
William of Provand
William of Roslin
William of Rowallan
William of Terregles
William of that ilk
William of Tullibardine
William of Wickham
William Ogilvie
William Oldisworth
William Oldys
William Oliphant
William Oliver
William Orchard
William Orem
William Osbaldeston
William O'Shaughnessy
William Ostler
William Oughtred
William Outram
William Overton
William Owen
William Owtram
William Packer
William Paddy
William Page
William Paget
William Painter
William Palliser
William Palmer
William Pardoe
William Parker
William Parkyns
William Parr
William Parron
William Parry
William Parsons
William Parys
William Pashe
William Paston
William Pate
William Paterson
William Patten
William Paul
William Paule
William Paulet
William Payne
William Paynter
William Peake
William Peer
William Peere
William Peere Williams
William Peeris
William Peers
William Pelham
